GROUP,n,age_mean,CDRSB_bl_mean,MMSE_bl_mean,ADAS13_bl_mean
PET−/Plasma−,541,69.02957486136783,0.46487985212569316,28.78373382624769,9.84618691588785
PET−/Plasma+,103,72.92233009708738,0.9514563106796117,28.135922330097088,12.773398058252427
PET+/Plasma−,99,70.98989898989899,0.3333333333333333,28.646464646464647,10.003061224489796
PET+/Plasma+,391,74.19437340153452,1.79923273657289,26.634271099744247,19.04447300771208
